cliente_id,idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,churn
200,23,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,6,70,0,2,0,12,mobile,Filmes,"2,0",,"5,0",1
201,42,Masculino,Sudeste,Mensal,Boleto,Básico,24.9,1,8,0,1,73,61,Tablet,Esportes,,"3,5",,0
202,45,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,15,7,0,2,0,61,mobile,Novelas,,"3,5","1,5",0
203,52,Feminino,Sudeste,Mensal,Crédito Recorrente,Premium,49.9,11,58,0,1,0,31,tv,Séries,"2,0",,,1
204,51,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,5,23,0,0,16,90,tv,Esportes,"4,0",,"3,5",0
205,20,,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,0,1,1,1,36,81,Tablet,Esportes,,"4,0","3,5",0
206,25,Feminino,Sul,Anual,Crédito Recorrente,Padrão,32.0,16,42,0,0,0,19,mobile,Documentários,,,"2,5",1
207,44,Não Informar,Nordeste,Mensal,Débito,Básico,24.9,22,3,0,2,0,28,Desktop,Filmes,,,"1,5",1
208,44,Feminino,Sudeste,Mensal,Pix,Básico,24.9,5,35,0,1,0,8,mobile,Séries,,,"1,0",1
209,44,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,23,16,0,3,49,65,TV,Filmes,,,,0
210,85,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,2,8,0,1,90,129,Tablet,Séries,,,"5,0",0
211,45,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,4,39,0,2,0,15,Desktop,Séries,"1,0",,"1,5",1
212,52,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,46,11,0,0,78,72,Tablet,Séries,"4,0","4,5","5,0",0
213,50,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,23,51,0,0,0,89,TV,Documentários,,,"2,0",0
214,46,Masculino,Nordeste,Anual,Crédito Recorrente,Básico,22.0,0,1,0,1,61,65,tv,Séries,,"5,0","4,0",0
215,33,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,48,16,0,2,83,73,Tablet,Documentários,,"3,5","4,0",0
216,47,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,7,18,0,0,24,94,TV,Filmes,"4,0",,"1,5",0
217,27,Masculino,Norte,Anual,Crédito Recorrente,Padrão,32.0,2,20,0,3,30,118,Mobile,Esportes,"1,0","5,0","3,5",0
218,34,Feminino,Norte,Mensal,Crédito Recorrente,Padrão,38.0,4,43,0,1,0,111,Desktop,Novelas,"4,0",,,0
219,31,,Sudeste,Anual,Crédito Recorrente,Premium,38.0,9,3,0,4,51,65,Mobile,Infantil,"4,0","3,5","4,5",0
220,39,Masculino,Nordeste,Mensal,Boleto,Padrão,38.0,1,24,0,0,6,5,Tablet,Séries,,"2,5",,1
221,68,Masculino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,10,40,0,3,0,34,Mobile,Séries,"2,0",,"2,0",1
222,18,Masculino,Sul,Mensal,Cartão de Crédito,Básico,24.9,32,22,0,3,9,52,TV,Séries,"3,5",,"1,0",0
223,46,Feminino,Sudeste,Mensal,Débito Automático,Padrão,38.0,17,27,0,0,11,121,Desktop,Filmes,"5,0","4,0","4,5",0
224,18,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,28,13,0,1,36,89,TV,Séries,"4,0","3,0","4,5",0
225,31,Masculino,Sul,Mensal,Crédito Recorrente,Premium,49.9,4,9,0,2,40,92,tv,Séries,"5,0","5,0","1,0",0
226,52,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,10,9,0,0,23,135,Desktop,Séries,,"4,0","2,5",0
227,38,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,1,14,0,1,33,103,Desktop,Séries,,"4,5",,0
228,23,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,15,13,0,2,98,5,mobile,Filmes,,"3,0",,0
229,28,,Sul,Mensal,Débito Automático,Básico,24.9,3,47,0,2,0,21,TV,Esportes,"2,0",,,1
230,46,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,38.0,2,26,0,0,8,169,mobile,Esportes,,"4,0",,0
231,28,Masculino,Norte,Mensal,Crédito Recorrente,Básico,24.9,3,19,0,4,22,5,Mobile,Séries,"2,0","2,0","2,5",1
232,40,Feminino,Sul,Mensal,Cartão de Crédito,Premium,49.9,15,15,0,1,93,162,Desktop,Documentários,"4,0","3,0",,0
233,38,Não Informar,Sul,Mensal,Crédito Recorrente,Padrão,38.0,7,22,0,0,7,102,mobile,Séries,"1,5","3,5",,0
234,29,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,7,11,0,1,10,77,mobile,Filmes,"4,0","4,0","3,0",0
235,65,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,2,31,0,1,0,44,TV,Séries,,,,0
236,46,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,1,13,0,0,73,68,Desktop,Séries,,,"3,5",0
237,18,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,7,35,0,1,0,87,TV,Filmes,,,"3,5",0
238,40,Masculino,Nordeste,Mensal,Boleto,Básico,24.9,7,4,0,1,71,130,Tablet,Novelas,"4,0",,"3,5",0
239,29,Masculino,Nordeste,Mensal,Débito,Básico,24.9,3,16,0,0,107,121,TV,Documentários,"3,5",,"4,5",0
240,49,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,22.0,24,5,0,4,48,52,Mobile,Séries,"4,0",,"3,5",0
241,27,Masculino,Nordeste,Mensal,Débito,Padrão,38.0,17,63,0,1,0,16,mobile,Séries,"3,0",,,1
242,36,Feminino,Sudeste,Mensal,Débito,Básico,24.9,4,18,0,0,35,59,tv,Documentários,,,"3,0",0
243,44,,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,10,11,0,0,45,108,Mobile,Séries,"4,0",,,0
244,49,Masculino,Nordeste,Anual,Crédito Recorrente,Básico,22.0,16,42,0,2,0,100,Desktop,Esportes,"4,0",,,0
245,22,,Sudeste,Mensal,Pix,Básico,24.9,9,82,0,1,0,23,mobile,Novelas,,,"3,0",1
246,33,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,1,28,0,0,15,80,Tablet,Esportes,,,"3,0",0
247,31,Não Informar,Sudeste,Anual,Crédito Recorrente,Premium,38.0,8,23,0,1,10,97,Mobile,Séries,"4,0","5,0",,0
248,29,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,4,25,0,0,10,104,Mobile,Esportes,"2,5",,"2,0",0
249,60,Não Informar,Nordeste,Mensal,Boleto,Básico,24.9,2,18,0,4,20,5,mobile,Documentários,"1,0","1,5",,1
250,43,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,3,75,0,0,0,52,tv,Filmes,,,"2,5",1
251,21,Não Informar,Sul,Anual,Crédito Recorrente,Padrão,32.0,23,9,0,2,29,9,Mobile,Novelas,,,,0
252,49,Não Informar,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,38.0,7,17,0,0,96,54,Mobile,Documentários,,,"1,5",0
253,65,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,38.0,23,51,0,2,0,25,TV,Filmes,"2,5",,"2,0",1
254,51,Feminino,Centro-Oeste,Mensal,Débito,Básico,24.9,1,16,0,1,5,31,tv,Filmes,,"2,0","4,5",1
255,18,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,11,9,0,2,81,236,TV,Infantil,,"3,0","3,0",0
256,31,Não Informar,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,12,26,1,0,16,82,Desktop,Séries,,"3,0","3,0",0
257,54,Masculino,Nordeste,Mensal,Pix,Básico,24.9,30,8,0,0,13,26,tv,Esportes,,"1,5","4,0",1
258,28,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,9,36,0,2,0,89,Mobile,Séries,,,"2,5",0
259,43,,Sudeste,Anual,Crédito Recorrente,Premium,38.0,13,61,0,1,0,38,TV,Filmes,"2,0",,"2,5",1
260,48,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,37,33,0,2,0,30,Desktop,Documentários,,,"5,0",0
261,25,Masculino,Sudeste,Mensal,Débito,Padrão,38.0,0,0,0,0,24,70,Tablet,Esportes,,"5,0","1,5",0
262,37,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,11,25,0,1,12,19,mobile,Filmes,"4,0","5,0","4,0",0
263,18,Feminino,Sul,Mensal,Débito,Premium,49.9,1,30,0,1,4,5,mobile,Séries,,"2,5","2,5",1
264,24,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,20,11,0,2,57,100,Mobile,Esportes,"4,0","5,0","3,0",0
265,34,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,6,28,0,0,10,90,Desktop,Séries,"4,5",,"2,5",0
266,21,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,9,28,0,0,15,141,Mobile,Documentários,"2,0","4,5","1,0",0
267,59,Feminino,Sudeste,Mensal,Débito,Básico,24.9,8,83,0,3,0,29,mobile,Filmes,"3,0",,"1,5",1
268,19,Masculino,Sudeste,Mensal,Crédito Recorrente,Premium,49.9,0,0,0,3,26,162,Desktop,Filmes,,,,0
269,32,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,1,5,0,3,42,166,Desktop,Séries,,"4,5","4,5",0
270,39,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,1,25,0,1,8,61,tv,Documentários,,"3,5","3,0",0
271,56,Masculino,Nordeste,Mensal,Pix,Padrão,38.0,14,27,0,2,9,36,tv,Filmes,"1,5",,,0
272,19,Não Informar,Sudeste,Anual,Crédito Recorrente,Premium,38.0,15,38,0,3,0,103,Mobile,Novelas,"5,0",,,0
273,53,Feminino,Sudeste,Mensal,Débito Automático,Padrão,38.0,21,23,0,0,12,40,Tablet,Esportes,"4,0","4,0","4,0",0
274,38,Não Informar,Centro-Oeste,Mensal,Débito Automático,Padrão,38.0,5,34,0,1,0,130,mobile,Documentários,"4,0",,,0
275,25,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,10,33,1,0,0,69,Mobile,Filmes,"4,0",,"2,5",0
276,44,Feminino,Sul,Mensal,Pix,Premium,49.9,13,31,0,1,0,35,Mobile,Filmes,"2,0",,,1
277,40,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,7,6,0,2,60,82,mobile,Filmes,"1,0","3,0",,0
278,30,Masculino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,22,15,0,1,42,133,mobile,Infantil,"4,0","4,5","2,0",0
279,38,,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,9,40,0,2,0,114,Tablet,Séries,"3,5",,,0
280,32,Feminino,Sul,Mensal,Débito,Premium,49.9,6,36,0,2,0,90,tv,Séries,,,,0
281,39,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,5,57,0,1,0,19,Tablet,Séries,"2,5",,"4,5",1
282,46,Masculino,Sudeste,Mensal,Boleto,Básico,24.9,19,26,0,1,4,19,TV,Documentários,"2,0",,,1
283,58,,Centro-Oeste,Mensal,Débito Automático,Padrão,38.0,1,29,0,3,10,84,TV,Filmes,,"5,0","4,0",0
284,21,Feminino,Norte,Mensal,Pix,Básico,24.9,5,56,0,2,0,25,tv,Séries,,,"2,5",1
285,65,Feminino,Sudeste,Mensal,Débito Automático,Básico,24.9,24,23,0,0,14,68,mobile,Filmes,"4,5","3,5","4,5",0
286,18,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,11,48,0,2,0,35,Mobile,Séries,,,,1
287,36,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,16,4,0,0,44,75,Mobile,Infantil,,"3,5","4,5",0
288,45,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,37,41,0,3,0,37,TV,Séries,"1,5",,"4,5",1
289,41,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,0,0,0,1,31,101,Tablet,Esportes,,"4,5","2,0",0
290,29,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,9,20,0,1,1,5,mobile,Filmes,,"2,5","1,0",1
291,35,Feminino,Sudeste,Mensal,Pix,Básico,24.9,0,1,0,1,68,97,mobile,Séries,,"3,0","1,5",0
292,31,Feminino,Sudeste,Mensal,Pix,Padrão,38.0,10,22,0,2,4,45,Tablet,Filmes,"2,0","1,0","2,0",1
293,30,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,0,1,0,0,101,61,Mobile,Séries,,"3,5","2,5",0
294,49,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,4,21,0,2,11,77,Desktop,Filmes,"4,0",,,0
295,42,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,1,17,0,1,5,98,Mobile,Séries,,"3,5","3,5",0
296,28,Não Informar,Sudeste,Mensal,Pix,Padrão,38.0,2,57,0,2,0,12,tv,Infantil,"2,0",,,1
297,49,Masculino,Sudeste,Mensal,Débito,Básico,24.9,3,30,0,1,4,33,TV,Esportes,"2,0","2,0","2,0",1
298,41,Feminino,Sudeste,Mensal,Crédito Recorrente,Premium,49.9,34,32,0,1,0,64,tv,Esportes,,,"5,0",0
299,48,Masculino,Sudeste,Mensal,Débito,Premium,49.9,18,24,0,1,16,110,TV,Filmes,,"3,5","1,5",0
300,46,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,27,47,0,1,0,104,Mobile,Esportes,"4,5",,,0
301,27,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,22,35,0,2,0,107,Desktop,Novelas,,,"4,0",0
302,30,,Centro-Oeste,Anual,Crédito Recorrente,Padrão,32.0,2,12,0,1,61,61,TV,Documentários,"5,0","3,5","5,0",0
303,47,Masculino,Sudeste,Mensal,Pix,Premium,49.9,2,14,0,1,39,99,Mobile,Séries,,"3,0","4,5",0
304,45,Masculino,Nordeste,Mensal,Pix,Básico,24.9,6,26,0,2,6,97,Desktop,Séries,"4,0",,"4,0",0
305,37,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,4,31,0,1,0,5,Desktop,Novelas,"2,5",,"1,0",1
306,39,Feminino,Sul,Mensal,Débito Automático,Básico,24.9,0,1,0,3,63,69,Desktop,Séries,,"4,5","2,5",0
307,54,Feminino,Nordeste,Mensal,Pix,Básico,24.9,15,29,0,1,10,59,Mobile,Esportes,"4,0",,"1,5",0
308,30,Feminino,Norte,Anual,Crédito Recorrente,Premium,38.0,11,18,0,1,22,18,Desktop,Filmes,"3,5",,"1,5",0
309,45,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,9,14,0,1,76,99,Desktop,Séries,,"5,0",,0
310,35,Não Informar,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,20,14,0,1,99,19,mobile,Séries,"4,0","5,0","2,5",0
311,35,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,22,24,0,0,6,61,tv,Filmes,,"5,0",,0
312,52,Feminino,Sul,Anual,Crédito Recorrente,Básico,22.0,7,6,0,1,54,113,TV,Esportes,,,"1,5",0
313,48,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,2,32,0,2,0,162,tv,Filmes,"4,0",,"2,5",0
314,48,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,6,18,0,2,65,149,mobile,Filmes,"4,0","4,0","5,0",0
315,54,Masculino,Nordeste,Mensal,Crédito Recorrente,Premium,49.9,2,21,0,4,4,23,Desktop,Esportes,"2,0",,"1,0",1
316,38,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,43,25,0,1,15,121,Mobile,Séries,,"3,0","2,5",0
317,46,,Nordeste,Anual,Crédito Recorrente,Premium,38.0,15,2,0,0,86,107,mobile,Esportes,,"3,5","4,5",0
318,33,,Nordeste,Mensal,Crédito Recorrente,Premium,49.9,6,16,0,1,88,67,tv,Documentários,"4,0",,"1,0",0
319,42,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,45,65,0,0,0,31,Tablet,Séries,,,"3,5",1
320,36,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,2,26,0,1,11,97,Mobile,Filmes,"4,0","5,0","2,5",0
321,39,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,38.0,48,36,0,0,0,19,TV,Novelas,,,"4,0",1
322,45,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,1,27,1,0,10,101,TV,Filmes,,"4,0","1,0",0
323,27,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,4,32,0,2,0,37,Desktop,Filmes,"1,5",,"3,5",1
324,65,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,48,38,0,1,0,59,tv,Esportes,"4,0",,"5,0",0
325,24,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,10,30,0,1,18,80,TV,Filmes,,"3,5","1,5",0
326,22,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,4,23,1,5,3,28,Tablet,Infantil,"3,0","2,5","3,0",1
327,53,Feminino,Sudeste,Mensal,Débito,Básico,24.9,29,9,0,2,31,85,Mobile,Séries,"4,0","3,0","5,0",0
328,48,Feminino,Nordeste,Mensal,Pix,Básico,24.9,26,39,1,0,0,140,Mobile,Novelas,"3,0",,"2,5",0
329,46,Masculino,Sudeste,Mensal,Boleto,Padrão,38.0,28,29,0,1,16,92,TV,Infantil,"4,5","4,5","3,5",0
330,46,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,2,5,0,2,51,32,Tablet,Filmes,"4,0",,"5,0",0
331,37,Feminino,Sudeste,Mensal,Débito,Básico,24.9,8,20,0,2,7,12,mobile,Séries,,"1,5","3,5",1
332,26,Masculino,Sul,Mensal,Débito Automático,Básico,24.9,22,37,0,3,0,37,Mobile,Esportes,,,"5,0",1
333,38,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,6,42,0,4,0,13,TV,Séries,"2,5",,"2,0",1
334,29,,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,9,7,0,3,66,116,TV,Séries,,,"3,5",0
335,50,Masculino,Nordeste,Mensal,Crédito Recorrente,Premium,49.9,6,56,0,1,0,5,mobile,Filmes,"2,5",,,1
336,36,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,0,0,0,0,37,55,Tablet,Séries,,"5,0","2,5",0
337,27,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,7,20,0,2,43,130,TV,Filmes,"4,0","4,5","2,5",0
338,33,,Nordeste,Mensal,Débito Automático,Básico,24.9,35,25,0,0,23,87,mobile,Infantil,"4,0","5,0","3,5",0
339,43,,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,2,19,1,3,62,5,mobile,Documentários,,"3,5","2,5",0
340,30,Masculino,Sudeste,Mensal,Débito,Básico,24.9,9,29,0,2,9,180,TV,Filmes,"4,0","4,5","4,0",0
341,27,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,4,20,0,1,20,45,Tablet,Séries,"1,0","1,5","3,0",1
342,41,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,22.0,19,17,0,1,75,144,Desktop,Filmes,,"3,5","5,0",0
343,41,Masculino,Sudeste,Mensal,Débito,Básico,24.9,23,35,0,3,0,9,tv,Filmes,,,,1
344,31,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,24,54,0,0,0,72,TV,Esportes,"4,0",,"4,5",0
345,31,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,8,25,0,1,11,71,Desktop,Esportes,,,"4,5",0
346,41,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,5,19,0,0,50,92,tv,Filmes,"4,0","3,5","2,5",0
347,19,Masculino,Nordeste,Mensal,Débito Automático,Padrão,38.0,10,30,0,2,3,50,mobile,Novelas,"2,5",,"3,0",1
348,19,Masculino,Sul,Mensal,Cartão de Crédito,Premium,49.9,23,31,0,0,0,128,Mobile,Esportes,"3,5",,"2,0",0
349,28,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,12,17,0,2,17,58,Desktop,Filmes,"4,0",,"1,5",0
350,35,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,0,1,0,0,61,130,tv,Filmes,,,"2,0",0
351,42,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,22.0,10,75,0,2,0,48,Mobile,Séries,"2,0",,"4,0",1
352,57,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,2,47,0,1,0,40,Desktop,Séries,"2,0",,"4,5",1
353,49,Feminino,Norte,Mensal,Débito Automático,Básico,24.9,19,8,0,3,48,85,Tablet,Séries,"4,0",,"1,0",0
354,35,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,5,25,0,0,9,40,TV,Filmes,"4,0","5,0","1,0",0
355,37,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,3,67,0,1,0,45,Desktop,Filmes,,,,1
356,24,Não Informar,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,38.0,35,46,0,1,0,20,mobile,Séries,"2,0",,"1,0",1
357,37,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,4,37,1,0,0,105,TV,Infantil,"4,0",,"4,0",0
358,34,Não Informar,Sudeste,Mensal,Débito,Básico,24.9,13,19,0,1,68,58,TV,Séries,"4,0",,"2,5",0
359,42,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Padrão,32.0,24,32,0,0,0,60,Tablet,Filmes,,,"1,0",0
360,27,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,9,60,0,1,0,5,Desktop,Séries,,,"4,0",1
361,44,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,8,32,0,2,0,95,Mobile,Séries,"4,0",,"1,5",0
362,57,Feminino,Nordeste,Mensal,Cartão de Crédito,Premium,49.9,48,49,0,0,0,33,TV,Infantil,,,"2,5",1
363,36,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,38.0,3,32,0,1,0,39,TV,Séries,"5,0",,"4,0",0
364,43,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,9,5,0,1,10,100,tv,Infantil,"4,0",,"3,5",0
365,46,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,6,12,0,0,83,147,Mobile,Filmes,"2,5","5,0",,0
366,32,Masculino,Sul,Mensal,Cartão de Crédito,Básico,24.9,4,55,0,2,0,13,TV,Séries,"2,0",,"4,0",1
367,40,Masculino,Sudeste,Mensal,Débito Automático,Padrão,38.0,0,1,0,3,102,60,tv,Novelas,,,,0
368,38,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,10,34,0,3,0,40,Tablet,Séries,,,"3,0",1
369,39,Masculino,Norte,Anual,Crédito Recorrente,Premium,38.0,16,84,0,2,0,21,Desktop,Esportes,"2,0",,"5,0",1
370,27,Feminino,Sudeste,Mensal,Débito,Padrão,38.0,8,62,1,2,0,31,tv,Séries,,,"1,0",1
371,38,Masculino,Sudeste,Mensal,Pix,Básico,24.9,1,17,0,2,0,9,TV,Séries,,,"3,5",1
372,44,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,2,14,0,0,51,76,Desktop,Esportes,"3,5","3,0",,0
373,56,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,6,65,0,1,0,83,TV,Séries,"4,0",,,0
374,50,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,16,12,0,0,51,85,tv,Documentários,"4,0","3,0","1,0",0
375,65,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,16,28,0,0,12,33,Tablet,Séries,"3,5",,"1,0",0
376,28,Feminino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,17,14,0,0,17,49,TV,Filmes,"4,0","4,0","4,5",0
377,49,,Sul,Anual,Crédito Recorrente,Premium,38.0,9,10,0,0,59,77,mobile,Infantil,"4,0",,"2,0",0
378,40,Não Informar,Sul,Mensal,Crédito Recorrente,Padrão,38.0,27,56,0,1,0,124,TV,Novelas,,,"2,0",0
379,66,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,3,14,0,1,59,110,tv,Documentários,,"3,0","2,5",0
380,27,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,28,8,0,0,83,105,Tablet,Infantil,"4,0",,"3,5",0
381,27,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,13,3,0,0,17,37,mobile,Filmes,,,"2,0",1
382,30,,Sul,Mensal,Cartão de Crédito,Padrão,38.0,7,35,0,3,0,30,Desktop,Documentários,"2,0",,"5,0",1
383,18,Masculino,Sudeste,Mensal,Débito Automático,Básico,24.9,21,52,0,0,0,54,Mobile,Filmes,"2,5",,"4,5",0
384,31,Feminino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,16,25,1,0,15,55,tv,Séries,,"3,0","3,0",0
385,28,Feminino,Centro-Oeste,Mensal,Débito Automático,Básico,24.9,10,34,0,1,0,139,tv,Filmes,,,"1,0",0
386,39,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,16,25,0,2,7,84,Tablet,Infantil,"3,5","5,0","2,0",0
387,42,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,5,17,0,2,76,108,Desktop,Documentários,"4,5","5,0","2,5",0
388,62,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,3,43,0,4,0,29,Mobile,Filmes,"2,0",,"5,0",1
389,50,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,1,13,0,1,61,119,Tablet,Esportes,,,"1,0",0
390,30,Feminino,Norte,Mensal,Cartão de Crédito,Básico,24.9,5,18,0,0,68,85,tv,Esportes,"4,0","4,0","4,0",0
391,26,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,4,25,0,4,22,70,mobile,Séries,,,,0
392,44,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,1,30,1,2,1,28,TV,Documentários,,"1,0","5,0",1
393,20,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,7,51,0,1,0,120,Desktop,Documentários,"4,0",,"2,5",0
394,61,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,23,23,0,1,13,71,TV,Séries,,"5,0",,0
395,53,,Nordeste,Mensal,Cartão de Crédito,Padrão,38.0,24,29,0,2,2,8,Desktop,Séries,"3,0",,"1,5",1
396,31,Feminino,Nordeste,Mensal,Pix,Básico,24.9,1,3,0,0,71,123,Desktop,Esportes,,"4,0",,0
397,18,Masculino,Sudeste,Mensal,Débito,Padrão,38.0,17,3,1,2,75,123,TV,Documentários,"4,0","3,5",,0
398,55,Não Informar,Nordeste,Anual,Crédito Recorrente,Premium,38.0,32,37,0,2,0,49,Tablet,Infantil,"3,5",,,0
399,36,Masculino,Sudeste,Mensal,Débito Automático,Premium,49.9,0,1,0,1,91,60,mobile,Séries,,,"1,0",0
400,54,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,15,21,0,1,3,80,Mobile,Esportes,,,"4,5",0
